country,designation,points,price,province,taster_name,winery,Uniqueprovince
US,Le Cigare Volant Reserve,92,60,California,Matt Kettmann,Bonny Doon,
US,Spirit Canyon Vineyard,92,21,California,Jim Gordon,Briceland,
US,Estate Grown,92,30,California,Matt Kettmann,Chalone,
US,,92,35,California,Matt Kettmann,Weatherborne,
US,,92,40,California,Matt Kettmann,Weatherborne,
US,Semi-Dry,87,13,New York,Anna Lee C. Iijima,Lucas Vineyards,
US,,87,39,Washington,Paul Gregutt,Three Rivers,
US,,87,18,California,Matt Kettmann,Firestone,
US,Semi-Dry,87,14,New York,Anna Lee C. Iijima,Fox Run,
US,,87,17,Washington,Paul Gregutt,Girly Girl,
US,Old Vine,87,16,California,Jim Gordon,Seven Deadly Zins,
US,Ceja Farms,87,40,California,Virginie Boone,Sheldon,
US,La Petite Etoile Vineyard,86,22,California,,Chateau St. Jean,
US,,86,28,California,,Fess Parker,
US,Saddle-Up,86,22,California,,Flocchini,
US,,86,45,California,,Aje,
US,,86,30,California,,Alderbrook,
US,,86,25,California,,Artesa,
US,Black Glass Vineyard Estate,86,35,California,,Benessere,
US,Englandcrest,86,18,California,,Wellington,
US,Semi-Dry,86,14,New York,Anna Lee C. Iijima,Lucas Vineyards,
US,,86,16,California,,Michael Pozzan,
US,Double Bluff,86,19,Washington,Paul Gregutt,Ott & Murphy,
US,,86,60,California,,Patland,
US,Goodchild High 9 Vineyard Estate,90,30,California,Matt Kettmann,Lucas & Lewellen,
US,Central Avenue Vineyard,90,21,California,Matt Kettmann,Pessagno,
US,,90,40,California,Virginie Boone,Peter Paul Wines,
US,,90,18,North Carolina,,Raffaldini,
US,Winside Vineyard,90,44,California,Virginie Boone,Stemmler,
US,Votre SantÃ©,90,14,California,Jim Gordon,Francis Ford Coppola,
US,Toboni Vineyard,90,55,California,Virginie Boone,Gary Farrell,
US,Meritage,90,38,California,Matt Kettmann,Alma Sol,
US,,90,26,California,Virginie Boone,Black Stallion,
US,,89,28,California,Virginie Boone,Gianelli,
US,,89,30,Washington,Paul Gregutt,Kontos,
US,Vagon Rouge,89,59,California,,MacPhail,
US,Casa De Vinas Reserve,89,40,California,Virginie Boone,Nottingham Cellars,
US,Una Notte,89,32,Washington,Paul Gregutt,:Nota Bene,
US,,89,24,Washington,Paul Gregutt,Plumb Cellars,
US,,89,28,Washington,Paul Gregutt,Watermill,
US,Red Rooster,89,29,California,,Truett Hurst,
US,,89,34,California,,On Point,
US,,89,35,California,,Peju,
US,,88,14,Oregon,Paul Gregutt,Foris,
US,RosÃ©,88,15,Oregon,Paul Gregutt,Abacela,
US,Nicholas Estate,88,32,Oregon,Paul Gregutt,Anam Cara,
US,Lot 332,88,22,California,,Cameron Hughes,
US,,88,35,California,,The Gardener,
US,Leopoldina,88,60,California,,Turnbull,
US,Natasha,88,40,Oregon,Paul Gregutt,Youngberg Hill Vineyards,
US,Premiere Reserve,88,25,California,Virginie Boone,Navarro,
US,,88,40,California,,Stephanie,
US,Nevaeh,88,35,Virginia,,Tarara,
US,Corral Creek Vineyards,88,48,Oregon,Paul Gregutt,Chehalem,
US,INOX,88,19,Oregon,Paul Gregutt,Chehalem,
US,Three Vineyard,88,19,Oregon,Paul Gregutt,Chehalem,
US,,86,15,California,Virginie Boone,Epilogue,
US,,86,19,Oregon,Paul Gregutt,Erath,
US,Concerto,86,27,California,Virginie Boone,Fiddletown Cellars,
US,Barney's Heritage CuvÃ©e,86,29,California,,Hawkstone,
US,,86,10,California,,Pepi,
US,Central Avenue Vineyard,86,21,California,,Pessagno,
US,,86,22,Virginia,,Stinson,
US,Cooney Vineyard,86,25,California,,Huntington,
US,,86,14,California,,Kenwood,
US,Kristine's CuvÃ©e,86,22,California,Virginie Boone,Wattle Creek,
US,Dollarhide,86,50,California,,St. SupÃ©ry,
US,,86,18,California,,Calera,
US,,86,15,Oregon,Paul Gregutt,ChÃ¢teau Bianca,
US,Estate Grown,86,75,California,,Homage,
US,Molly's Reserve,86,50,California,,Wilson,
US,Indelible,86,50,California,,Edmond August,
US,Almond Flat Estate Bottled,86,30,California,,Galante,
US,,86,18,California,,Bernardus,
US,,86,10,California,,Bogle,
US,Estate Grown,92,48,California,Virginie Boone,Priest Ranch,
US,,92,40,California,Virginie Boone,Ramey,
US,Cool Climate,92,32,California,Virginie Boone,Ron Rubin,
US,Stone Corral Vineyard,92,58,California,Matt Kettmann,Talley,
US,Reserve,92,45,Oregon,Paul Gregutt,The Four Graces,
US,Eastside Road Neighbors,92,55,California,Virginie Boone,Williams Selyem,
US,Old Soldier Road Tephra Ridge Vineyard,92,40,California,Jim Gordon,Langtry,
US,,92,45,California,Virginie Boone,Merry Edwards,
US,CrÃ©mant Sierra Madre Vineyard,92,40,California,Matt Kettmann,Goat Bubbles,
US,Coro Mendocino,92,40,California,Jim Gordon,Graziano,
US,Essence Miljenko's Selection Estate Grown,92,55,California,Virginie Boone,Grgich Hills,
US,Stolpman Vineyard,92,30,California,Matt Kettmann,Jaffurs,
US,Confero,92,29,Oregon,Paul Gregutt,Aberrant Cellars,
US,Renegade,92,24,California,Matt Kettmann,Ancient Peaks,
US,Syrah,80,28,California,,Sunstone,
US,,80,28,Oregon,Paul Gregutt,Del Rio,
US,Wild Horse Peak Mountain Vineyards 4-Block Blend,80,28,California,,South Coast,
US,,80,23,California,,Longevity,
US,Serenity Vineyard,80,15,Oregon,Paul Gregutt,NamastÃ© Vineyards,
US,Fin,80,15,California,,Finnegan's Lake,
US,Sofa King Bueno,80,20,California,,Chronic Cellars,
US,Vintner Select CuvÃ©e,96,85,California,,Pride Mountain,
US,Stature,96,110,California,,Kendall-Jackson,
US,Rubicon,96,145,California,,Rubicon Estate,
US,,96,95,California,,David Arthur,
US,Elevation 1147,95,135,California,,David Arthur,
US,Morisoli Vineyard,95,100,California,,Meander,
US,Proprietary Red Wine,95,82,California,,Alpha Omega,
US,Kathryn Hall,95,75,California,,Hall,
US,Estate,94,80,California,,William Harrison,
US,Garys' Vineyard,94,50,California,,Roar,
US,Mitchell Vineyard,94,75,California,,Honig,
US,,89,22,California,Matt Kettmann,Record Family Wines,
US,Estate Reserve Blend,89,30,Washington,Sean P. Sullivan,Ribbon Cliff,
US,Underwood Mountain Vineyards,89,24,Washington,Sean P. Sullivan,Savage Grace,
US,,89,35,Washington,Sean P. Sullivan,Seven Hills,
US,,89,24,California,Jim Gordon,Skinner,
US,,89,24,California,Jim Gordon,Skinner,
US,,89,15,California,Jim Gordon,Sola,
US,Presqu'ile Vineyard,89,40,California,Matt Kettmann,Sweetzer Cellars,
US,,89,35,Washington,Sean P. Sullivan,Swiftwater Cellars,
US,Deaver Vineyard,89,30,California,Jim Gordon,Terra d'Oro,
US,The Pearl Block Union Gap Vineyard,89,72,Washington,Sean P. Sullivan,Owen Roe,
US,,89,15,California,Jim Gordon,Paul Dolan,
US,,89,16,Washington,Sean P. Sullivan,Sharecropper's,
US,The Enchantress French Creek Vineyard Old Vine,89,28,Washington,Sean P. Sullivan,Sleight of Hand,
US,The Spellbinder,89,20,Washington,Sean P. Sullivan,Sleight of Hand,
US,Sundance,89,25,Washington,Sean P. Sullivan,Soos Creek,
US,6025,84,40,New York,Susan Kostrzewa,Martha Clara,
US,Early Wine,84,17,New York,Susan Kostrzewa,Macari,
US,,84,20,New York,Susan Kostrzewa,Osprey's Dominion,
US,,84,14,New York,Susan Kostrzewa,Keuka Spring,
US,Dry,84,17,New York,Susan Kostrzewa,Red Tail Ridge,
US,,84,8,California,,Round Hill,
US,,84,25,California,,William Hill Estate,
US,,84,20,New York,Susan Kostrzewa,Billsboro,
US,La Serrana,84,30,Arizona,Susan Kostrzewa,Page Springs,
US,,84,35,New York,Susan Kostrzewa,Shaw,
US,Thalia,86,55,California,Virginie Boone,Peju,
US,A Modern,86,17,California,Matt Kettmann,QupÃ©,
US,Black Pine,86,26,California,Virginie Boone,R2,
US,Dijon 115,86,45,Oregon,Paul Gregutt,Kason,
US,Camp 4 Vineyard,86,30,California,Matt Kettmann,KitÃ¡,
US,Paragon Vineyard,86,18,California,Matt Kettmann,True Myth,
US,American,86,25,California,Virginie Boone,Virginia Dare,
US,KW Ranch,86,49,California,Matt Kettmann,Wrath,
US,Kidd Ranch,86,67,California,Virginie Boone,Sequum,
US,,86,20,California,Matt Kettmann,Maddalena,
US,Estate,86,65,California,Virginie Boone,Madrigal,
US,Matrix Estate,86,56,California,Virginie Boone,Matrix,
US,Elemental Red Wine,91,36,California,,Larner,
US,Merval,91,35,Washington,Paul Gregutt,Market Vineyards,
US,Arbitrage,91,35,Washington,Paul Gregutt,Market Vineyards,
US,Conner Lee Vineyard,91,35,Washington,Paul Gregutt,:Nota Bene,
US,Field Day,91,25,California,,ONX,
US,,91,30,California,,Rusack,
US,High Slopes,91,35,California,Virginie Boone,Terre Rouge,
US,Estate,91,25,California,Virginie Boone,Cedarville Vineyard,
US,Vittorio's Vineyard,91,46,California,,V. Sattui,
US,Stolpman Vineyard,91,26,California,,Whitcraft,
US,Classic Collection,84,19,California,Virginie Boone,Napa Cellars,
US,,84,15,California,Virginie Boone,Stephen Vincent,
US,,84,6,Washington,Sean P. Sullivan,Two Vines,
US,,84,15,Washington,Sean P. Sullivan,Acre Twenty-one,
US,,84,17,Washington,Sean P. Sullivan,Barnard Griffin,
US,,84,17,Washington,Sean P. Sullivan,Goose Ridge,
US,Canihan Vineyard,84,49,California,Virginie Boone,Canihan,
US,Estate,84,17,California,Jim Gordon,Drytown,
US,,84,15,California,Matt Kettmann,Esser,
US,,84,20,California,Virginie Boone,St. Francis,
US,,84,30,Washington,Sean P. Sullivan,Hudson Shah,
US,,84,14,Washington,Sean P. Sullivan,Kennedy Shah,
US,,83,15,California,Jim Gordon,401K,
US,,88,10,Washington,Sean P. Sullivan,Chateau Ste. Michelle,
US,Island Series,88,24,New York,Anna Lee C. Iijima,Martha Clara,
US,,88,50,California,Jim Gordon,Putah Creek,
US,,88,32,Washington,Sean P. Sullivan,Robert Karl,
US,,88,25,California,Jim Gordon,Sexual Chocolate,
US,Ingle Vineyard Icewine,88,80,New York,Anna Lee C. Iijima,Heron Hill,
US,,88,20,California,Virginie Boone,Joseph Carr,
US,,88,30,California,Matt Kettmann,Koehler,
US,Edmeades' Folly,88,26,California,Jim Gordon,Edmeades,
US,,88,11,Washington,Sean P. Sullivan,Anew,
US,,88,38,California,Matt Kettmann,Anglim,
US,A Mean,88,16,California,Jim Gordon,Two Horns,
US,Dry White Wine,88,16,Washington,Sean P. Sullivan,Wind Rose,
US,,85,19,California,Jim Gordon,One Hope,
US,,84,17,California,Matt Kettmann,Compilation,
US,FizzÃ© Early,84,13,Oregon,Paul Gregutt,Cuckoo's Nest,
US,,84,35,Virginia,Alexander Peartree,DoukÃ©nie,
US,Tranquility,84,40,Virginia,Alexander Peartree,Tarara,
US,Old Vines Reserve,84,23,California,Virginie Boone,ZinPhomaniac,
US,Estate Grown and Bottled,84,28,California,Virginie Boone,Alexander Valley Vineyards,
US,,89,24,Oregon,Paul Gregutt,Grizzly Peak,
US,Soulajule,89,59,California,Jim Gordon,Hibou,
US,Grand Reserve,89,22,California,Matt Kettmann,Kendall-Jackson,
US,Napoleon's Secret,89,30,California,Matt Kettmann,McKinney,
US,Del Arroyo Vineyard,89,25,California,Jim Gordon,Occasio,
US,Crawford Beck Vineyard,89,45,Oregon,Paul Gregutt,Raptor Ridge,
US,,89,30,California,Jim Gordon,Renwood,
US,,89,40,Oregon,Paul Gregutt,Schmidt,
US,Heritage Reserve,89,60,California,Virginie Boone,Schug,
US,,89,28,Oregon,Paul Gregutt,Boedecker Cellars,
US,Skyland Ridge,89,10,California,Jim Gordon,Montevina,
US,La Serenne,94,55,Washington,Paul Gregutt,Betz Family,
US,Bradford Mountain Vineyards,94,40,California,,Gary Farrell,
US,L'Ermitage Brut RosÃ©,94,70,California,,Roederer Estate,
US,Salvestrin Estate Vineyard Three-D,94,110,California,,Salvestrin,
US,Kronos Vineyard,94,98,California,,Corison,
US,Padrone,94,110,California,,Signorello,
US,,94,75,California,,Legacy,
US,Profile,94,135,California,,Merryvale,
US,,94,70,California,,J Vineyards & Winery,
US,Pratt Vineyard,94,60,California,,MacPhail,
US,DVX,94,55,California,,Mumm Napa,
US,Hallberg Vineyard,94,50,California,,Gary Farrell,
US,Russian River Selection,94,32,California,,Gary Farrell,
US,Olive Hill Estate Vineyards Special Selection,93,100,California,,B.R. Cohn,
US,Zephyr Ridge,91,35,Washington,Sean P. Sullivan,Swiftwater Cellars,
US,Deux Chevaux Vineyard,91,55,California,Virginie Boone,Tamber Bey,
US,Gap's Crown Vineyard,91,65,California,Virginie Boone,Three Sticks,
US,Spring Hill Vineyard,91,39,California,Virginie Boone,Waxwing,
US,,91,36,Washington,Sean P. Sullivan,Trust,
US,Celebration Series,91,32,Washington,Sean P. Sullivan,Armstrong Family,
US,MusquÃ© Clone,91,22,California,Virginie Boone,Bodkin,
US,Hapgood,91,60,California,Matt Kettmann,Brewer-Clifton,
US,,91,32,Washington,Sean P. Sullivan,Flying Dreams,
US,Roger Rose Vineyard,91,30,California,Matt Kettmann,Joullian,
US,Estate Grown,90,40,California,Virginie Boone,J Vineyards & Winery,
US,Late Harvest,90,30,California,Matt Kettmann,Jaffurs,
US,Nutt Road Vineyard Dry,90,16,New York,Anna Lee C. Iijima,Kelby James Russell,
US,,90,28,Washington,Sean P. Sullivan,L'Ecole No. 41,
US,Gap's Crown Vineyard,90,49,California,Virginie Boone,MacPhail,
US,M5 Reserve,90,38,California,Matt Kettmann,Margerum,
US,White Horse Red Unfined & Unfiltered,90,30,New York,Anna Lee C. Iijima,Bloomer Creek,
US,Tanzen Dame Auten Vineyard 2nd Harvest,90,60,New York,Anna Lee C. Iijima,Bloomer Creek,
US,Hotspur RosÃ© of,90,19,California,Virginie Boone,Bodkin,
US,Roux,86,28,Washington,Paul Gregutt,Patit Creek Cellars,
US,,86,12,California,,Pennywise,
US,Triumphe,86,30,California,,IL Gioiello,
US,Beckstoffer To Kalon Vineyard,86,150,California,,Janzen,
US,Righteous,86,20,Washington,Paul Gregutt,Righteous,
US,Nobles Vineyard,92,50,California,,Davies,
US,Gamache Vineyard,92,37,Washington,Paul Gregutt,Flying Trout,
US,Rochioli Vineyard,92,45,California,,Gary Farrell,
US,Stonetree Vineyard,92,20,Washington,Paul Gregutt,Angel Vine,
US,Silver Pines Vineyard,92,44,California,,Bailiwick,
US,Cloud's Nest Vineyard,92,70,California,,Trinchero,
US,Big John,92,36,California,Virginie Boone,Newsome-Harlow,
US,Endeavour,92,65,California,,Dry Creek Vineyard,
US,Esprit de Beaucastel Blanc Grown & Bottled on the Estate Roussanne-Grenache Blanc-Picpoul Blanc,92,40,California,,Tablas Creek,
US,,92,75,California,,Aiken,
US,,89,35,Washington,Sean P. Sullivan,Robert Ramsay,
US,Lyric Rose of,89,28,California,Matt Kettmann,Robert Renzoni,
US,Dry Diggings,89,32,California,Jim Gordon,Skinner,
US,Partners' Reserve Nelson Vineyard,89,28,California,Matt Kettmann,Soquel Vineyards,
US,,89,32,Washington,Sean P. Sullivan,Two Vintners,
US,Kaufman Sunnyslope Vineyard,89,42,California,Virginie Boone,WillowBrook Cellars,
US,Di Ranchita Vista,89,41,California,Matt Kettmann,Le Vigne,
US,,89,13,Washington,Sean P. Sullivan,Lone Birch,
US,Eagle & Plow Block 93 Cavalie,89,100,Washington,Sean P. Sullivan,Mercer,
US,,89,36,Washington,Sean P. Sullivan,Palencia,
US,,89,30,Oregon,Paul Gregutt,Plaisance Ranch,
US,,89,20,Oregon,Paul Gregutt,Emerson,
US,Dundee Hills CuvÃ©e,89,39,Oregon,Paul Gregutt,J. Christopher,
US,Buttonwood Vineyard,89,22,California,Matt Kettmann,Brander,
US,Estate Bottled,89,60,California,Virginie Boone,Chalk Hill,
US,Dry,82,18,Washington,Paul Gregutt,Locati Cellars,
US,Ruby,82,30,California,,San Marcos Creek,
US,Lot 250,82,10,California,,Cameron Hughes,
US,River Junction,82,10,California,,McManis,
US,Swallowtail,82,20,California,,Truett Hurst,
US,,82,7,California,,Backhouse,
US,,82,16,California,,Benziger,
US,,81,27,California,,Greedy,
US,Split Oak Estates,81,12,California,,Morro Bay,
US,Estate,81,20,California,,Jettlynn,
US,,90,25,California,Jim Gordon,Chacewater,
US,Stoller Vineyard Ian's Reserve,90,40,Oregon,Paul Gregutt,Chehalem,
US,,90,24,Oregon,Paul Gregutt,Reustle,
US,Blanc de Noir,90,50,Oregon,Paul Gregutt,Seufert,
US,Soleil,90,20,Washington,Sean P. Sullivan,Soos Creek,
US,,90,30,Oregon,Paul Gregutt,Stoller,
US,,90,25,Oregon,Paul Gregutt,Stoller,
US,Proprietary,90,50,Washington,Sean P. Sullivan,Swiftwater Cellars,
US,No 735,90,35,California,Jim Gordon,Terra d'Oro,
US,,90,24,California,Matt Kettmann,Treana,
US,,90,36,Oregon,Paul Gregutt,Trisaetum,
US,Olivet Lane Vineyard,90,65,California,Virginie Boone,Williams Selyem,
US,,91,39,California,Matt Kettmann,Colcanyon,
US,The Troubadour,91,46,California,Matt Kettmann,Dolin,
US,Grassini Family Vineyard,91,45,California,Matt Kettmann,Dragonette,
US,Emerald Ridge Vineyard,91,62,California,Virginie Boone,Dutton-Goldfield,
US,Veracity,91,65,California,Matt Kettmann,Epoch Estate Wines,
US,Stiling Vineyard,91,52,California,Virginie Boone,Eric Kent,
US,Eternal Sunshine,91,35,Washington,Sean P. Sullivan,Eternal,
US,,91,64,California,Virginie Boone,Groth,
US,Antecedence,91,20,California,Jim Gordon,Hilt & Blade,
US,,91,65,California,Virginie Boone,Janzen,
US,Reserve,91,30,New York,Anna Lee C. Iijima,McGregor,
US,Capriccio Italien,91,48,California,Matt Kettmann,Midnight,
US,Monte Rosso Vineyard,91,65,California,Virginie Boone,Sbragia,
US,Cardinal Old Bailey Vineyard,91,90,California,Matt Kettmann,The Farm Winery,
US,La Tavola,87,11,New York,,Raphael,
US,Semi-Dry,87,16,New York,,Red Tail Ridge,
US,Quid Pro Quo,87,49,California,,Ahnfeldt,
US,Three Goose,87,34,California,,Alderbrook,
US,,87,15,Washington,Paul Gregutt,Boomtown,
US,TrÃ©s Violet,87,34,California,,Calcareous,
US,Reserve,87,20,New York,,Lieb,
US,Lone Oak Vineyard,87,44,California,,Rockroom Winemaking Cooperative,
US,Semidry,87,15,New York,,Chateau Lafayette Reneau,
US,The Terraces,87,35,California,,Coastview,
US,Barrel 31,87,59,California,,Cumbre of Vine Hill,
US,CuvÃ©e,88,25,Washington,Sean P. Sullivan,Corvus,
US,,88,30,Washington,Sean P. Sullivan,Fall Line,
US,Estate Riverbend Vineyard Cabernet Franc,88,24,Washington,Sean P. Sullivan,Fielding Hills,
US,TMZ,88,30,California,Matt Kettmann,MCV,
US,Brut,88,30,California,Jim Gordon,Mirabelle,
US,Reserve,88,35,New York,Anna Lee C. Iijima,Osprey's Dominion,
US,,88,19,Washington,Sean P. Sullivan,Purple Star,
US,EnjouÃ© Estate Grown,88,28,California,Virginie Boone,Lasseter,
US,And Why Am I Mr. Pink RosÃ© of,88,12,Washington,Sean P. Sullivan,Underground Wine Project,
US,Unoaked,88,12,New York,Anna Lee C. Iijima,Wagner,
US,,90,30,California,Virginie Boone,Freemark Abbey,
US,,90,16,California,Virginie Boone,Girard,
US,Kruse Vineyard Estate,89,36,California,Matt Kettmann,Jack Creek,
US,Chris's CuvÃ©e,89,65,California,Virginie Boone,Kenefick Ranch,
US,LeNez,89,30,Oregon,Paul Gregutt,LennÃ© Estate,
US,White Hills,89,40,California,Matt Kettmann,Liquid Farm,
US,,89,25,California,Jim Gordon,Paul Dolan,
US,Estate Reserve,89,25,California,Matt Kettmann,San Simeon,
US,,89,40,California,Matt Kettmann,Summerland,
US,,89,19,California,Matt Kettmann,Tower 15,
US,Betsy's Vineyard,87,28,California,Virginie Boone,Lawer,
US,Jillian's Blend,87,48,California,Virginie Boone,Laird,
US,Red Oak Vineyard,87,24,New York,Anna Lee C. Iijima,Lamoreaux Landing,
US,Reserve Spice Cabinet Vineyard,87,42,Washington,Sean P. Sullivan,Mercer,
US,Block Two West,87,35,New York,Anna Lee C. Iijima,Millbrook,
US,Kaiser Vineyard Reserve,87,15,New York,Anna Lee C. Iijima,Fox Run,
US,,87,27,New York,Anna Lee C. Iijima,Hazlitt 1852 Vineyards,
US,Truth,87,24,New York,Anna Lee C. Iijima,Inspire Moore,
US,,86,14,Washington,Sean P. Sullivan,Mercer Canyons,
US,,86,59,California,Virginie Boone,Prime Solum,
US,,86,45,California,Virginie Boone,Quilt,
US,Reserve,87,20,Washington,Paul Gregutt,Snoqualmie,
US,Viva Tu!,87,28,California,,Bodegas Paso Robles,
US,,87,9,California,,Bogle,
US,Lot 178,87,12,California,,Cameron Hughes,
US,Two Vines Vineyard 10 Red Wine,87,8,Washington,Paul Gregutt,Columbia Crest,
US,Reserve,87,16,California,,Courtney Benham,
US,Extra Dry,87,11,Washington,Paul Gregutt,Domaine Ste. Michelle,
US,Ramblin',87,18,Washington,Paul Gregutt,Dusted Valley,
US,Amber Ridge Vineyard,87,40,California,,Furthermore,
US,,87,38,California,,Hauck,
US,Red,86,14,Washington,Paul Gregutt,Murphy's Law,
US,,86,42,California,,Pomar Junction,
US,,86,17,California,,Sea Mist,
US,Suzanne's Estate Reserve,91,50,Oregon,Paul Gregutt,Left Coast Cellars,
US,,91,32,California,Virginie Boone,Madrigal,
US,Vintner Select CuvÃ©e,91,90,California,Virginie Boone,Pride Mountain,
US,Bismark Vineyard,91,46,California,Virginie Boone,Anaba,
US,Las Brisas Vineyard,91,48,California,Virginie Boone,Anaba,
US,Stagecoach Vineyard,91,80,California,Virginie Boone,Angelo Cellars,
US,Winery Block,91,75,Oregon,Paul Gregutt,BergstrÃ¶m,
US,,91,25,California,Matt Kettmann,Carlson,
US,Rockin' One,91,32,California,Matt Kettmann,Cass,
US,Andreas Wallula Vineyard,91,80,Washington,Sean P. Sullivan,Den Hoed,
US,Deep River,91,29,Washington,Sean P. Sullivan,Flying Trout,
US,Clone 05 Charles Vineyard,91,52,California,Jim Gordon,Foursight,
US,Stuhlmuller Vineyard,91,54,California,Virginie Boone,Francis Coppola,
US,Sparkling RosÃ©,90,45,New York,Anna Lee C. Iijima,Bedell,
US,Runestone Barrel Select,88,40,California,,Claiborne & Churchill,
US,Reserve,88,22,California,,Clos La Chance,
US,,88,20,Washington,Paul Gregutt,Crossfork Creek,
US,,88,15,New York,Anna Lee C. Iijima,Dr. Konstantin Frank,
US,,88,12,Washington,Paul Gregutt,Waterbrook,
US,Estate,88,18,New York,Anna Lee C. Iijima,Rooster Hill,
US,Estate,88,29,California,Virginie Boone,Naggiar,
US,,88,18,California,Virginie Boone,Open Range,
US,Radieux,88,31,Washington,Paul Gregutt,Ott & Murphy,
US,Oppenlander Vineyard,88,42,California,Virginie Boone,Phillips Hill,
US,Dry,88,16,New York,Anna Lee C. Iijima,Silver Thread,
US,The Illusionist,88,45,Washington,Paul Gregutt,Sleight of Hand,
US,Anna's Vineyard Version,88,36,California,,Adelaida,
US,Late Harvest,88,20,California,,Husch,
US,,88,22,California,Virginie Boone,La Clarine Farm,
US,,91,19,Oregon,Paul Gregutt,Ponzi,
US,,91,18,California,Jim Gordon,Sera Fina,
US,Zena Crown Vineyard,91,70,Oregon,Paul Gregutt,Siduri,
US,Estate Grown,91,32,California,Jim Gordon,Tanner,
US,Kindred Spirit,91,85,California,Matt Kettmann,Turiya,
US,,91,80,California,Virginie Boone,VGS Chateau Potelle,
US,Estate,91,36,California,Matt Kettmann,Midnight,
US,Estate,91,30,California,Jim Gordon,Miraflores,
US,Bright Red Wine,91,27,California,Matt Kettmann,Municipal Winemakers,
US,Hawks View Vineyard,91,50,Oregon,Paul Gregutt,Siduri,
US,Deux Chevaux,91,55,California,Virginie Boone,Tamber Bey,
US,DTR Ranch,91,40,California,Jim Gordon,Terre Rouge,
US,,91,30,California,Jim Gordon,Terre Rouge,
US,The Puzzle,88,80,California,,Newton,
US,,88,26,California,,Robert Mondavi,
US,,88,19,California,,Straight Line,
US,Sierra Madre Vineyard,88,25,California,,Fontes & Phillips,
US,Reserve,88,45,Oregon,Paul Gregutt,Abacela,
US,Encomium,88,70,California,,Keating,
US,Bridge Selection,89,38,California,,HKG,
US,Brut X,89,50,California,,Iron Horse,
US,Clifton Vineyard,89,35,Washington,Paul Gregutt,K Vintners,
US,,89,34,California,,On Point,
US,,89,35,California,,Peju,
US,Reserve,89,95,California,,Peju,
US,Sunny Slope Vineyard,89,65,California,,Signaterra,
US,Vixen Red,89,35,Washington,Paul Gregutt,Sinclair Estate Vineyards,
US,Tinto,89,30,California,,Trenza,
US,,89,9,Washington,Paul Gregutt,Chateau Ste. Michelle,
US,The Deviant,89,42,California,Virginie Boone,Newsome-Harlow,
US,Ralphi's Red Blend,89,29,California,Virginie Boone,Nottingham Cellars,
US,Quintus Vineyard,89,75,California,,De Coelo,
US,,89,28,California,Virginie Boone,Gianelli,
US,Blanc de Blancs,89,24,California,,Gloria Ferrer,
US,,84,30,New York,Anna Lee C. Iijima,Castello di Borghese,
US,Willow Springs,84,7,California,,CK Mondavi,
US,Willow Springs,84,7,California,,CK Mondavi,
US,,84,14,California,,Cupcake,
US,,84,15,California,,Greg Norman Estates,
US,,84,20,Virginia,,Chateau Morrisette,
US,,84,21,Virginia,,DoukÃ©nie,
US,,83,26,Virginia,,Miracle Valley,
US,Proprietors Reserve,83,40,California,,Trinitas,
US,Thirtieth Anniversary Vintage Jensen Vineyard,87,60,California,,Calera,
US,Lot 84,87,20,California,,Cameron Hughes,
US,Cabernet Sauvignon - Cabernet Franc - Merlot,87,24,California,,Highway 12,
US,,87,38,Washington,Paul Gregutt,William Church,
US,,87,25,Washington,Paul Gregutt,Zefina,
US,Old Vines Estate,87,21,California,,Wolff,
US,,87,25,Washington,Paul Gregutt,Thurston Wolfe,
US,,87,23,Washington,Paul Gregutt,Tsillan Cellars,
US,Sonoma Reserve,87,25,California,,Clos du Bois,
US,West Terrace,87,40,California,,Paraiso Vineyards,
US,Cloverdale Ranch,87,24,California,,Pellegrini,
US,Olivet Lane,87,24,California,,Pellegrini,
US,Stefani Vineyard C5,87,30,California,,Side Job,
US,,87,37,California,,MacMurray Ranch,
US,,87,30,California,,Meyer Family Cellars,
US,,87,12,Washington,Paul Gregutt,Columbia Winery,
US,,87,26,California,,Cru Vin Dogs,
US,Doctor's CuvÃ©e Estate Grown,93,125,California,Virginie Boone,Kenefick Ranch,
US,Y3,93,20,California,Virginie Boone,Jax,
US,J McK Estate Vineyard,93,42,California,Virginie Boone,Anaba,
US,Gabilan Mountains,93,44,California,Matt Kettmann,Big Basin,
US,Double Plus Estate Grown,93,500,California,Virginie Boone,Hewitt,
US,Signature,93,100,California,Matt Kettmann,J. Lohr,
US,John Sebastiano Vineyard,93,60,California,Matt Kettmann,Dragonette,
US,Heart of the Hill,93,110,Washington,Sean P. Sullivan,Betz Family,
US,Coastview Vineyard,93,44,California,Matt Kettmann,Big Basin,
US,Four Flags,93,69,Washington,Sean P. Sullivan,DeLille,
US,Don Miguel Vineyard Estate Grown and Bottled Dobles LÃ­as Unfiltered,93,54,California,Virginie Boone,Marimar Estate,
US,Don Miguel Vineyard Estate Grown and Bottled,93,35,California,Virginie Boone,Marimar Estate,
US,,93,48,California,Virginie Boone,Merry Edwards,
US,,93,150,California,Virginie Boone,Patel,
US,Walala Vineyard,93,69,California,Virginie Boone,Sojourn,
US,,87,36,California,,Estate 1856,
US,Amorosa Vineyard,87,45,California,Virginie Boone,Loma Prieta,
US,Traditions,87,15,Washington,Paul Gregutt,Milbrandt,
US,Treborce,87,27,California,,Pech Merle,
